country,city,city_en,peopleNum,hotSpot,cityDetail,imgUrl
法国,阿维尼翁新城,villeneuve-lès-avignon,1450人去过,,//place.qyer.com/villeneuve-les-avignon/,https://pic.qyer.com/album/user/3600/89/Qk9VQhIOYUw/index/cover
法国,滨海自由城,villefranche-sur-mer,1387人去过,坲米斯沙滩,//place.qyer.com/villefranche-sur-mer/,https://pic.qyer.com/album/user/1054/98/QElQRhMPYk0/index/cover
法国,梅斯,metz,1339人去过,梅斯主教教堂|梅斯新圣殿|梅斯蓬皮杜中心|德意志门|梅斯火车站|梅茨金院子博物馆|梅斯共和广场|摩泽尔河|梅斯大剧院|梅斯城站|江南大酒楼|潭奈尔花园|帝国区|圣玛息莫堂|洛林大区当代艺术基金会|Restaurant La Fleure de Ly|LE MAGASIN AUX VIVRES|梅斯老佛爷百货公司|梅斯旅游发展署|L'Epicurien,//place.qyer.com/metz/,https://pic.qyer.com/album/user/234/28/Q0pRQBIFaQ/index/cover
法国,南锡,nancy,1311人去过,斯坦尼斯拉斯广场|南锡大教堂|南锡市政厅|卡夫门|圣埃普尔大教堂及广场|Pepiniere公园|南锡美术博物馆|德西耶门|埃雷门|洛林公爵宫|卡里埃勒广场|阿莱昂斯广场|南锡公共图书馆|洛林国家歌剧院|戈德龙花园|南锡火车站|南锡艺术运动博物馆|圣凯瑟琳门|南锡轻轨|福乐来中国食品超市,//place.qyer.com/nancy/,https://pic.qyer.com/album/user/391/87/QkBUSh0CYQ/index/cover
法国,阿卡雄,arcachon,1308人去过,皮拉沙丘|阿巴蒂耶海滩|水族馆|La-Teste-de-Buch|佩雷尔海滩|Au Pique Assiette|Patisserie Marquet|海滩赌场|摩尔公园|Ô Sorbet d'Amour|Café de la Plage - Chez pierre|阿卡雄赌场|Restaurant Robinson Crusoë海鲜自助餐厅,//place.qyer.com/arcachon/,https://pic.qyer.com/album/13c/e5/2057283/index/cover
法国,圣保罗·德·旺斯,saint-paul-de-venc,1238人去过,圣保罗·德旺斯|大喷泉广场|忏悔教堂|梅格基金会|圣保罗墓地|圣保罗历史博物馆|欧舒丹店|La Petite Chapelle,//place.qyer.com/saint-paul-de-venc/,https://pic.qyer.com/album/user/406/62/RUlTRBgDZg/index/cover
法国,勒阿弗尔,le-havre,1112人去过,圣约瑟夫教堂|勒阿弗尔大教堂|勒阿弗尔沙滩|圣罗赫广场|Volcan中心|勒阿弗尔现代美术馆|格拉维尔修道院|勒阿弗尔港|世界遗产之屋|自然史博物馆|勒阿弗尔火车站|勒阿弗尔市政厅|船商之家博物馆|勒阿弗尔大学|Graine de Sesame|Fleur de Sel|勒阿弗尔春天百货|Jean-Luc Tartarin|Loho,//place.qyer.com/le-havre/,https://pic.qyer.com/album/user/446/33/RU1TQRkFYw/index/cover
法国,土伦,toulon,1094人去过,法国海军博物馆|法隆山|Hyères|照相博物馆,//place.qyer.com/toulon/,https://pic.qyer.com/album/1a1/76/2023671/index/cover
法国,昂热,angers,1069人去过,昂热城堡|St-Maurice大教堂|昂热美术馆|卢瓦尔河畔圣乔治|让·吕尔萨和挂毯博物馆|昂热火车站|昂热植物园|亚当宅第|昂热大卫美术馆|巴尔扎克公园|君度博物馆|索米尔国家马术学院|卢瓦尔河游船|孤岛|圣欧班岛|Chez Remi|Le Favre d'Anne|La Table de la Bergerie|Bateau pizzeria L'EAU A LA BOUCHE|Brasserie de la Gare,//place.qyer.com/angers/,https://pic.qyer.com/album/user/3392/79/QkpcQB0OY04/index/cover
法国,圣雷米,saint-rémy,1014人去过,莫索尔的圣保罗修道院|圣马丁教堂|格拉诺姆考古遗址|圣雷米集市|戈西埃山,//place.qyer.com/saint-remy/,https://pic.qyer.com/album/user/1264/62/QEtTRhwFYUo/index/cover
法国,奥尔良,orleans,947人去过,奥尔良主座教堂|贞德街|殉难广场|圣女贞德故居|乔治五世桥|奥尔良美术馆|议会中心奥尔良|奥尔良火车站|牧师公园|奥尔良大屠杀儿童纪念馆|奥尔良考古与历史博物馆|欧也妮餐厅|格罗斯洛大楼,//place.qyer.com/orleans/,https://pic.qyer.com/album/user/511/24/REhUQB4DaQ/index/cover
法国,亚眠,amiens,921人去过,亚眠圣母大教堂|佩雷塔|圣皮埃尔公园|儒勒·凡尔纳故居|Picardie博物馆|Hortillonnages花园|亚眠大学|亚眠火车站|Atelier Claude Barre|亚眠钟楼|Ranny Thaï|阿尔贝索姆河会战博物馆|Tower's Pub|小幸运餐馆|王府7号|Tokyo Restaurant|La Croustille|Panda\'s Kitchen|Nature de Pain|Osmoz'café,//place.qyer.com/amiens/,https://pic.qyer.com/album/user/360/9/Qk9VQhMEZA/index/cover
法国,加来,calais,834人去过,加来海滩|加来义民雕塑|瞭望塔|路易十八纪念碑|慰藉圣母教堂|Beaux-Arts et de la Dentelle博物馆|托德炮台|Guerre博物馆,//place.qyer.com/calais/,https://pic.qyer.com/album/user/445/29/RU1QQBMFYg/index/cover
法国,克莱蒙费朗,clermont-ferrand,829人去过,克莱蒙费朗圣母升天大教堂|多姆山|港口圣母教堂|自然历史博物馆|Art Roger Quilliot博物馆|公鸡公园|克莱蒙费朗短片电影节|巴古安博物馆|Apicius|Radio|Châteaude Codignat|Le Carrousel|La Bergerie|Le Pré - Xavier Beaudiment|Jean-Claude Leclerc|蒙吕松扇形车库,//place.qyer.com/clermont-ferrand/,https://pic.qyer.com/album/user/451/30/RUxUQRoBZA/index/cover
法国,伊瓦尔,yvoire,780人去过,五官花园|伊瓦尔城堡|La Creperie d'Yvoire|Cristalellerie|Restaurant Les jardins du Léman,//place.qyer.com/yvoire/,https://pic.qyer.com/album/user/460/53/RU9VRxkFZw/index/cover
法国,拉罗谢尔,la-rochelle,774人去过,拉罗谢尔雷岛|拉罗谢尔水族馆|Grosse Horloge塔|Lanterne塔|拉罗谢尔老港|拉罗谢尔老城|海岛游览|拉罗谢尔火车站|博涯堡垒|艾克斯岛|Modèles Réduits博物馆|自动化博物馆,//place.qyer.com/la-rochelle/,https://pic.qyer.com/album/user/367/29/Qk9SQBMAYQ/index/cover
法国,多维尔,deauville,728人去过,多维尔海滩|木板步道|市政厅|多维尔赌场|多维尔亚洲电影节|特鲁维尔-多维尔火车站|多维尔电影节|多维尔春天百货|多维尔-克莱尔方丹赛马场|Hippodrome de Deauville La Touques|Augusto Chez Laurent|1912餐厅|Maximin Hellio|Agora|图克赛马场,//place.qyer.com/deauville/,https://pic.qyer.com/album/user/515/31/REhQQRsAZQ/index/cover
法国,博讷,beaune,720人去过,博讷济贫医院|勃艮第葡萄酒博物馆|圣母大学教堂|波玛酒庄|约瑟夫杜鲁安酒庄|美术馆|葡萄酒市场|勃艮第葡萄酒学校|ACTIVE TOUR（单车环游）|勃艮第单车,//place.qyer.com/beaune/,https://pic.qyer.com/album/user/445/95/RU1QSx8BZA/index/cover
