country,city,city_en,peopleNum,hotSpot,cityDetail,imgUrl
英国,水上伯顿,bourton-on-the-water,1508人去过,水上伯顿石拱桥|科茨沃尔德汽车博物馆|微观村庄博物馆|鸟园|蜻蜓迷宫|玫瑰树餐厅|Mary's Rest Tearoom & Cafe|Bakery on the Water|Bourton Basket|Dial House|Cotswold Antiques & Tea Rooms|Smiths of Bourton,//place.qyer.com/bourton-on-the-water/,https://pic.qyer.com/album/user/1205/22/QEtVRxgFZUo/index/cover
英国,阿伯丁,aberdeen,1461人去过,阿伯丁港|阿伯丁海事博物馆|西顿公园|阿伯丁大学动物学博物馆|阿伯丁美术馆|马歇尔博物馆|Huntly|克雷斯城堡花园和庄园|国王学院礼拜堂|炸鱼和薯条|威廉华莱士雕像|阿伯丁中央图书馆|Jimmy Chung's in Aberdeen|圣安德鲁大教堂|Nando's in Aberdeen|Frankie and Bennys|皮托德利球场|戈登高地博物馆|托里炮台|奇基多语,//place.qyer.com/aberdeen/,https://pic.qyer.com/album/1e1/e0/1946772/index/cover
英国,沃威克,warwick,1400人去过,华威城堡|查理科特庄园|贝斯里克林顿|圣约翰故居博物馆|圣尼古拉斯公园|沃威克郡民兵团博物馆|沃威克郡博物馆|Tailors,//place.qyer.com/warwick/,https://pic.qyer.com/album/11a/1a/1911716/index/cover
英国,索尔兹伯里,salisbury,1379人去过,巨石阵|索尔兹伯里大教堂|索尔兹伯里大教堂围庭|老萨勒姆遗址|蒙佩森宅邸|圣托马斯和圣埃德蒙兹教堂|索尔兹伯里博物馆|索尔兹伯里艺术中心|席勒花园|索尔兹伯里赛马场|阿朗德尔斯宅邸|拉尔默树花园|威尔顿别墅|菲利普斯庄园|伊丽莎白皇后花园|索尔兹伯里剧场|博斯库姆航空收藏馆|朗福德城堡,//place.qyer.com/salisbury/,https://pic.qyer.com/album/user/332/12/QkpXQxgGYA/index/cover
英国,惠特比,whitby,1379人去过,惠特比修道院|库克船长雕像|圣玛丽教堂|惠特比沙滩|The Magpie Cafe|鲸须拱|惠特比灯塔|199级台阶|圣玛丽教堂（惠特比）|惠特比救生艇博物馆|库克船长纪念博物馆|德古拉伯爵|帕尼特公园|惠特比吊桥|维多利亚科学博物馆|罗宾汉湾博物馆|惠特比博物馆|惠特比港口|惠特比蒸汽火车站|Quayside,//place.qyer.com/whitby/,https://pic.qyer.com/album/user/373/53/Qk5WRxkBaQ/index/cover
英国,兰卡斯特,lancaster,1345人去过,兰卡斯特城堡|兰卡斯特威廉森公园|兰卡斯特市博物馆|兰卡斯特大教堂|维多利亚女王纪念碑|兰卡斯特修道院教堂|农舍博物馆|兰卡斯特海事博物馆|法官住所博物馆,//place.qyer.com/lancaster/,https://pic.qyer.com/album/user/339/80/QkpcShoHZw/index/cover
英国,英国德比,derby,1334人去过,德比大教堂|德比市场|卡尔克修道院|德比瓷器厂博物馆|凯德尔斯顿庄园|皇家德比瓷器厂|德比丝绸厂|老庄园|多宁顿公园赛道|德比博物馆和艺术馆|皮克福德故居博物馆|下载音乐节|阿尔瓦斯顿公园|来到|德比剧院|彼耶尔利球场|东密德兰空中公园|普莱德公园球场|著名火车模型博物馆|温斯特市场房子,//place.qyer.com/derby-uk/,https://pic.qyer.com/album/user/361/56/Qk9URxwAaA/index/cover
英国,埃克塞特,exeter,1275人去过,埃克赛特大教堂|Northernhay花园|皇家艾伯特纪念博物馆|鲁杰蒙城堡遗迹|中世纪古桥|埃克塞特圣大卫火车站|埃克塞特街头海鲜市集|鲍德汉姆城堡|埃克塞特圣戴维教堂|埃克塞特圣马丁教堂|埃克塞特地下通道|德文克莱利大冒险乐园|德罗戈城堡|海尔顿森林公园|圣米迦勒和全天使教堂|埃克斯茅斯博物馆|比克顿公园植物园|托普瑟姆博物馆|哈尔顿丽城|埃克塞特赛马场,//place.qyer.com/exeter/,https://pic.qyer.com/album/user/373/52/Qk5WRxgCYw/index/cover
英国,布莱克浦,blackpool,1228人去过,黑潭(布莱克浦)游乐海滩|散步大道|黑池塔|冬季花园（英国）|布莱克浦水族馆|杜莎夫人蜡像馆(布莱克浦)|黑潭大剧院|沙堡水上乐园|布莱克浦国际机场|山顶宫殿|信不信由你奇趣馆|小马丁风车|古伦蒂艺术馆|斯坦利公园(布莱克浦)|阿宾顿街市场|利瑟姆庄园|海贝里球场|布莱克浦模型村与花园|阿什顿花园|菲尔哈文湖,//place.qyer.com/blackpool/,https://pic.qyer.com/album/145/92/2020025/index/cover
英国,波特里,portree,1168人去过,波特里湾|米尔特湖|天空岛A.C.E射击运动中心|港口鱼和薯条外卖店|斯凯洛哈尔什地区档案中心|Sea Breezes Restaurant|胖熊猫中餐外卖|Scorrybreac|Central Restaurant|Dulse And Brose,//place.qyer.com/portree/,https://pic.qyer.com/album/user/3618/71/Qk9USh0GYEA/index/cover
